s_id,year,on time,quality,after-sales service,final score,e_id
724,1999,81,75,77,76.9,FR096244426
725,1999,77,87,53,82.3,KJ213451628
726,1999,59,66,93,65.25,AJ266042977
727,1999,97,89,55,89.7,RI497058419
728,1999,74,73,66,72.95,RI497058419
729,1999,98,61,77,72.9,AJ266042977
730,1999,62,54,68,57.1,LJ060916160
731,1999,78,59,64,64.95,XV853864824
732,1999,79,74,79,75.75,ZD943848332
734,1999,83,77,94,79.65,GV377638155
735,1999,85,68,81,73.75,HB942506823
736,1999,63,52,87,57.05,QQ306534790
738,1999,71,92,77,84.95,PN071881499
739,1999,99,65,63,75.1,XB673655433
740,1999,52,84,83,74.35,JY033103238
741,1999,61,93,57,81.6,JR371885717
742,1999,95,87,83,89.2,YI752795543
743,1999,70,72,98,72.7,JN066874135
744,1999,84,94,54,89.0,CE167907024
745,1999,93,68,65,75.35,KE823384121
746,1999,99,65,86,76.25,XN102661597
747,1999,96,74,91,81.45,QG504235114
748,1999,68,71,58,69.45,TU410919841
749,1999,68,86,98,81.2,MV490254238
750,1999,89,60,71,69.25,TC753068764
751,1999,71,72,79,72.05,VP413818082
752,1999,94,68,57,75.25,LK333670046
753,1999,83,59,77,67.1,FM854289742
754,1999,88,68,61,73.65,FS376212559
755,1999,55,50,92,53.6,GY298426540
756,1999,60,73,94,70.15,MD950402244
757,1999,61,84,83,77.05,WU803849893
758,1999,83,61,66,67.85,MT900670053
759,1999,74,88,85,83.65,SV335296881
760,1999,76,82,66,79.4,OC541940697
762,1999,70,85,65,79.5,EI912297611
764,1999,59,61,80,61.35,WD780271404
765,1999,95,96,63,94.05,IE819086009
766,1999,68,50,55,55.65,HB942506823
767,1999,82,94,76,89.5,EL708833055
768,1999,69,63,97,66.5,SV335296881
769,1999,54,94,77,81.15,FZ152153475
770,1999,57,70,77,66.45,HY350497085
771,1999,63,72,61,68.75,XC418771803
772,1999,86,56,78,66.1,LV351500851
773,1999,69,80,53,75.35,GY599730204
774,1999,79,84,76,82.1,MK384028133
775,1999,57,78,63,70.95,NQ219809432
776,1999,74,99,51,89.1,XI947380238
777,1999,88,55,100,67.15,SS888154124
778,1999,67,73,97,72.4,JL688572245
780,1999,80,52,56,60.6,YJ456172440
782,1999,58,58,51,57.65,KS471851118
783,1999,68,87,94,81.65,CE861617076
784,1999,75,83,76,80.25,FO017256605
785,1999,67,97,68,86.55,SJ485222906
786,1999,52,86,54,74.2,UT333656047
787,1999,97,60,52,70.7,HT791876128
788,1999,69,78,98,76.3,VC139026495
789,1999,63,54,50,56.5,PR149230524
790,1999,80,75,63,75.9,QV685405094
792,1999,53,97,79,82.9,YN551891794
794,1999,98,93,100,94.85,KH775751336
795,1999,77,83,93,81.7,YY885886740
796,1999,75,59,51,63.4,ZZ400817532
797,1999,73,73,81,73.4,NS843139984
798,1999,66,85,70,78.55,HH270269564
799,1999,79,96,94,90.8,TL239581329
800,1999,60,57,63,58.2,XI947380238
801,1999,78,87,60,82.95,YV997426383
802,1999,84,96,61,90.65,YV997426383
804,1999,99,65,71,75.5,BH717320153
805,1999,84,88,95,87.15,EI912297611
806,1999,96,95,90,95.05,MT900670053
807,1999,71,69,65,69.4,JN847344224
808,1999,62,77,98,73.55,ZV599495296
809,1999,98,52,85,67.45,UG452878728
810,1999,99,100,99,99.65,IJ536340778
811,1999,98,90,59,90.85,HD288554570
812,1999,98,75,77,82.0,MZ009631965
813,1999,56,98,62,83.6,QQ306534790
814,1999,94,77,74,81.95,SD184922104
815,1999,90,53,86,65.75,BD873130179
816,1999,77,76,65,75.75,VJ133087042
817,1999,95,93,51,91.5,UL388038961
818,1999,81,100,56,92.1,BD873130179
819,1999,99,80,92,86.3,TC753068764
820,1999,88,59,79,68.7,UN908367992
821,1999,99,59,72,71.65,UV636556876
822,1999,87,70,64,74.8,MM484314278
824,1999,69,65,91,67.5,UL388038961
825,1999,80,57,92,65.65,VT031588844
826,1999,51,87,59,74.8,DG863771177
828,1999,56,55,76,56.35,GQ602249303
830,1999,67,86,74,79.7,IZ929650542
831,1999,97,75,69,81.3,DO276543081
832,1999,99,68,63,77.05,YK803695900
834,1999,86,66,90,73.2,RD197566622
835,1999,60,63,100,63.95,RV234301929
836,1999,100,91,83,93.3,WS377796335
837,1999,67,74,99,73.15,EX754704029
838,1999,52,91,56,77.55,DI117094885
839,1999,68,91,66,82.85,IH462545197
840,1999,86,82,92,83.7,UJ091471371
842,1999,84,55,56,63.75,ZV599495296
843,1999,92,90,59,89.05,UY585814947
844,1999,68,88,75,81.35,YL008234152
845,1999,70,58,61,61.75,SK050011830
846,1999,95,65,97,75.6,XK565715174
847,1999,51,72,70,65.6,VM059482007
848,1999,84,83,73,82.8,YV997426383
849,1999,97,90,100,92.6,AP196991958
850,1999,57,71,91,67.8,UG262616153
851,1999,71,61,84,65.15,HE206473614
852,1999,85,64,52,69.7,CZ091032020
853,1999,87,51,100,64.25,OO714142621
854,1999,67,83,73,77.7,PC281535002
855,1999,55,74,96,69.4,CB976615450
856,1999,80,77,62,77.15,BC429045815
858,1999,55,61,82,60.25,FX545287072
859,1999,99,97,69,96.2,OU313857706
860,1999,82,97,83,91.8,FF027813300
861,1999,64,91,53,81.0,VZ307155344
862,1999,79,100,94,93.4,EN239970786
864,1999,57,55,69,56.3,OX567408034
865,1999,89,71,78,76.75,EL708833055
866,1999,59,78,96,73.2,QC205969652
867,1999,73,88,69,82.55,MY597271764
868,1999,53,80,69,71.35,DW411990772
870,1999,74,88,90,83.9,ZZ400817532
872,1999,51,53,88,54.15,GJ117200022
873,1999,82,73,88,76.45,OC306474052
874,1999,100,62,77,74.15,KJ213451628
875,1999,69,70,92,70.8,WZ971223475
876,1999,91,83,57,84.1,XZ134750032
877,1999,95,99,51,95.4,OP572016011
878,1999,50,80,64,70.2,RV156498629
879,1999,74,70,90,72.2,SO793690519
880,1999,62,92,88,82.8,FF027813300
881,1999,79,82,87,81.35,IU184266038
882,1999,72,99,89,90.4,BH717320153
884,1999,68,51,54,56.25,XL067467819
885,1999,63,76,92,72.9,CT258851409
886,1999,97,61,57,71.6,ZE346244794
887,1999,81,53,89,63.2,TV620141563
888,1999,83,75,50,76.15,BT809186585
889,1999,60,72,83,68.95,VJ133087042
890,1999,85,93,78,89.85,GV186485154
891,1999,56,68,93,65.65,QQ306534790
892,1999,55,53,51,53.5,JS521176260
893,1999,69,57,94,62.45,YI752795543
894,1999,83,84,96,84.3,HE368621167
895,1999,68,99,68,88.15,GE203757923
896,1999,95,67,86,76.35,HV872596770
897,1999,91,62,75,71.35,RD197566622
898,1999,65,66,87,66.75,GY599730204
900,1999,84,59,60,66.55,CE167907024
901,1999,63,57,84,60.15,FX545287072
902,1999,86,64,69,70.85,MP558243822
903,1999,69,99,64,88.25,OI857511500
904,1999,93,55,60,66.65,ZF513632851
905,1999,89,52,90,65.0,KW906463575
906,1999,85,78,73,79.85,ZM654371966
908,1999,89,53,73,64.8,GQ602249303
909,1999,77,60,98,67.0,MM636013948
910,1999,61,73,72,69.35,ZY437085701
912,1999,66,84,93,79.05,EZ135285084
913,1999,69,88,59,80.85,OO714142621
914,1999,64,81,56,74.65,YN167057978
915,1999,52,87,58,75.05,LD691622115
916,1999,63,80,94,75.6,ZN042984436
918,1999,58,82,82,74.8,ZM953618419
919,1999,95,100,80,97.5,MM653782966
920,1999,64,50,92,56.3,AY550543592
921,1999,62,96,63,84.15,YO214598921
922,1999,80,83,78,81.85,XN102661597
923,1999,50,51,68,51.55,HL795393098
924,1999,58,99,75,85.5,DM718283685
925,1999,71,56,73,61.35,MS082317632
926,1999,67,67,71,67.2,HD288554570
927,1999,52,62,68,59.3,IZ929650542
928,1999,74,84,78,80.7,RH013584871
929,1999,52,53,88,54.45,GG144523447
930,1999,86,100,56,93.6,YI752795543
931,1999,82,76,66,77.3,DL125380555
932,1999,84,86,77,84.95,DZ316591599
933,1999,54,69,87,65.4,PT348502356
934,1999,71,84,57,78.75,KS471851118
935,1999,79,81,87,80.7,VS403163356
936,1999,73,98,97,90.45,VP413818082
937,1999,63,59,52,59.85,EE189622035
938,1999,56,59,85,59.4,QI859646053
939,1999,75,73,57,72.8,ZY362821561
940,1999,62,53,67,56.4,GV377638155
941,1999,72,54,62,59.8,FR719587292
942,1999,83,82,81,82.25,NE671714549
943,1999,96,60,56,70.6,HS233124248
944,1999,50,56,100,56.4,FJ091191314
945,1999,86,97,88,93.25,CT258851409
946,1999,98,57,59,69.4,PT295964805
948,1999,80,76,61,76.45,FC250967245
950,1999,84,63,86,70.45,OC306474052
951,1999,51,96,53,80.35,CB167748283
952,1999,80,65,60,69.25,LM105190743
953,1999,59,74,58,68.7,UL388038961
954,1999,64,82,100,77.5,CS393050687
955,1999,87,72,96,77.7,MG062317640
956,1999,74,79,85,77.8,TF669934144
957,1999,75,91,51,84.2,MN005219252
958,1999,69,95,68,85.85,HH270269564
960,1999,62,70,54,66.8,UY585814947
962,1999,63,56,78,59.2,PR149230524
963,1999,73,52,64,58.9,UL388038961
964,1999,73,76,63,74.45,CD766444865
965,1999,68,94,72,85.1,MS082317632
966,1999,75,71,67,72.0,MY597271764
968,1999,61,93,63,81.9,IN175556501
969,1999,56,93,95,82.0,UN908367992
970,1999,77,82,65,79.65,BL164567666
972,1999,62,82,66,75.2,NT618407986
973,1999,90,79,53,81.0,ZD943848332
974,1999,51,99,77,83.5,CB167748283
975,1999,52,82,53,71.55,AA114970152
976,1999,62,68,51,65.35,NA920542569
978,1999,87,72,54,75.6,UL388038961
979,1999,79,64,97,70.15,HE368621167
980,1999,90,71,99,78.1,IX444402823
981,1999,68,61,99,65.0,JD989598860
982,1999,90,68,93,75.85,KG463038463
984,1999,51,79,92,71.25,HL795393098
985,1999,95,96,74,94.6,ZD314041534
986,1999,53,77,74,69.65,QQ306534790
987,1999,89,79,94,82.75,ON025001968
988,1999,79,93,55,86.9,KG463038463
989,1999,82,50,84,61.3,IC351366601
990,1999,71,61,87,65.3,XZ134750032
992,1999,61,66,73,64.85,SW288424148
993,1999,92,95,80,93.35,VK953013461
994,1999,83,56,61,64.35,CS430896797
995,1999,80,87,86,84.85,RH013584871
996,1999,70,68,50,67.7,AJ266042977
998,1999,99,70,90,79.7,SO793690519
999,1999,95,78,51,81.75,MQ220723487
1000,1999,53,59,68,57.65,LA604214588
1002,1999,84,100,78,94.1,GR579664757
1003,1999,51,100,65,83.55,UG452878728
1004,1999,70,73,97,73.3,BJ936093184
1005,1999,56,83,50,73.25,IH556371141
1006,1999,59,94,67,82.15,PT348502356
1007,1999,60,83,50,74.45,FS187993656
1008,1999,97,94,79,94.15,QK434136635
1009,1999,71,68,97,70.35,NR048438136
1010,1999,69,87,98,82.15,GQ602249303
1011,1999,71,95,82,87.15,BF074670983
1012,1999,93,93,81,92.4,QG016680230
1014,1999,67,76,73,73.15,JL688572245
1015,1999,79,71,92,74.45,TP470000058
1016,1999,65,74,93,72.25,BD873130179
1017,1999,63,75,74,71.35,CP391436959
1018,1999,87,99,99,95.4,LK333670046
1020,1999,79,81,82,80.45,CT443425070
1021,1999,93,52,86,66.0,SH772462548
1022,1999,94,73,73,79.3,DR329949166
1023,1999,85,77,52,78.15,AQ757419251
1024,1999,67,92,59,82.85,ZS426868061
1025,1999,69,79,65,75.3,VU792632927
1026,1999,94,50,57,63.55,FS376212559
1028,1999,99,55,62,68.55,MQ220723487
1029,1999,83,63,67,69.2,AJ126557241
1030,1999,73,92,77,85.55,HN325111162
1031,1999,59,87,79,78.2,JY033103238
1032,1999,55,65,92,63.35,EN239970786
1033,1999,64,83,76,76.95,YE254266195
1034,1999,74,82,70,79.0,EL708833055
1035,1999,85,54,80,64.6,LE381489617
1036,1999,90,56,62,66.5,LP395187508
1037,1999,86,92,54,88.3,LK333670046
1038,1999,56,86,73,76.35,XV853864824
1040,1999,95,75,82,81.35,GW073630889
1041,1999,76,58,96,65.3,YY885886740
1042,1999,83,96,93,91.95,WJ895978844
1044,1999,66,84,83,78.55,TZ712032405
1045,1999,80,74,91,76.65,YA735097058
1046,1999,64,57,51,58.8,UB937935688
1047,1999,82,95,68,89.75,PI491078404
1048,1999,94,77,73,81.9,QC205969652
1049,1999,64,57,97,61.1,CB976615450
1050,1999,59,97,97,85.6,VK953013461
1051,1999,90,55,51,65.3,BS061667051
1052,1999,93,81,83,84.7,TV620141563
1053,1999,78,88,66,83.9,TN686040410
1054,1999,95,85,83,87.9,ZY362821561
1055,1999,71,66,72,67.8,UB937935688
1056,1999,80,98,92,92.3,LP395187508
1058,1999,84,64,88,71.2,FX630880818
1059,1999,60,86,99,78.85,ZV599495296
1060,1999,86,85,50,83.55,UM129387585
1061,1999,52,96,98,82.9,ZO665002379
1062,1999,60,91,94,81.85,NA920542569
1063,1999,91,88,57,87.35,PT348502356
1064,1999,91,89,53,87.8,GE203757923
1065,1999,66,59,52,60.75,PT348502356
1066,1999,55,90,98,79.9,LE381489617
1067,1999,80,90,54,85.2,SD184922104
1068,1999,78,66,69,69.75,CZ091032020
1070,1999,91,98,68,94.4,BT809186585
1071,1999,91,80,73,82.95,DW411990772
1072,1999,68,91,63,82.7,YJ944103967
1073,1999,90,98,86,95.0,CP391436959
1074,1999,98,52,56,66.0,CZ091032020
1075,1999,55,99,62,83.95,HV872596770
1076,1999,52,62,69,59.35,TD826387653
1077,1999,80,83,89,82.4,JR371885717
1078,1999,75,82,65,79.05,VT031588844
1080,1999,53,50,85,52.65,BC429045815
1081,1999,75,91,76,85.45,YI752795543
1082,1999,76,100,59,90.75,VC139026495
1083,1999,91,79,75,82.4,KW906463575
1084,1999,77,78,74,77.5,WJ895978844
1085,1999,58,78,52,70.7,NQ219809432
1086,1999,88,95,93,92.8,BF224497235
1087,1999,86,83,59,82.7,YM703135361
1088,1999,74,62,63,65.65,US087364259
1089,1999,68,87,100,81.95,QX811126511
1090,1999,63,56,51,57.85,BD873130179
1091,1999,99,56,50,68.6,YF001842647
1092,1999,64,93,80,83.65,RI497058419
1093,1999,57,65,59,62.3,FE523351724
1094,1999,92,77,59,80.6,YO214598921
1095,1999,75,66,83,69.55,HE731303807
1096,1999,74,58,97,64.75,TE458732353
1097,1999,86,71,53,74.6,YL008234152
1098,1999,100,79,96,86.15,DG863771177
1099,1999,95,92,83,92.45,JN847344224
1100,1999,90,67,90,75.05,ZM953618419
1101,1999,54,93,64,79.85,GY599730204
1102,1999,64,99,58,86.45,AI372809280
1104,1999,95,95,83,94.4,ED393581846
1105,1999,97,58,94,71.5,IM748111971
1106,1999,81,96,100,91.7,UV902336938
1107,1999,52,60,57,57.45,YO214598921
1108,1999,60,61,92,62.25,IO434599680
1110,1999,78,99,64,90.95,AP196991958
1111,1999,65,68,79,67.65,NE671714549
1112,1999,72,66,84,68.7,ID861311732
1113,1999,86,51,51,61.5,KJ018743384
1114,1999,99,77,51,82.3,VU792632927
1115,1999,50,52,72,52.4,WS377796335
1116,1999,99,98,63,96.55,ML348319719
1117,1999,67,68,72,67.9,OU313857706
1118,1999,68,60,73,63.05,BX534935773
1119,1999,86,65,56,70.85,TN686040410
1120,1999,74,55,94,62.65,SJ211861717
1122,1999,97,74,72,80.8,KA046945384
1123,1999,74,70,95,72.45,CB167748283
1124,1999,74,50,95,59.45,BL303267649
1125,1999,56,64,99,63.35,YV997426383
1126,1999,97,79,58,83.35,PA105899991
1128,1999,52,51,84,52.95,BF074670983
1130,1999,91,78,88,82.4,HL795393098
1131,1999,55,97,58,82.45,QO667577444
1132,1999,96,79,83,84.3,ZD314041534
1133,1999,81,64,69,69.35,GE203757923
1134,1999,54,75,96,69.75,GA986336163
1135,1999,87,58,64,67.0,HE671961443
1136,1999,55,68,79,64.65,YL797918251
1137,1999,83,96,95,92.05,NR048438136
1138,1999,67,60,82,63.2,BL544239911
1139,1999,82,64,94,70.9,PN071881499
1140,1999,70,92,87,85.15,IJ536340778
1141,1999,61,86,77,78.05,MG062317640
1142,1999,56,71,70,66.45,YK803695900
1143,1999,86,58,84,67.7,KJ213451628
1144,1999,85,77,77,79.4,BT809186585
1145,1999,94,84,99,87.75,BF074670983
1146,1999,84,68,75,73.15,ZD314041534
1147,1999,75,96,83,89.05,LD691622115
1148,1999,57,84,75,75.45,KW906463575
1149,1999,80,87,97,85.4,VP413818082
1150,1999,65,66,92,67.0,NK676784628
1152,1999,72,92,96,86.2,DD495319403
1153,1999,58,70,94,67.6,AN535340135
1154,1999,72,67,89,69.6,BC429045815
1155,1999,92,89,60,88.45,FS187993656
1156,1999,74,99,57,89.4,QH325142439
1157,1999,63,87,95,80.2,BT809186585
1158,1999,56,59,66,58.45,HY350497085
1160,1999,98,99,77,97.6,EX473416122
1161,1999,58,90,84,80.1,ZH045276463
1162,1999,94,75,86,81.25,GR579664757
1163,1999,85,79,70,80.35,VI451114349
1164,1999,72,56,76,61.8,DR358023610
1165,1999,87,55,85,66.1,EQ288699587
1166,1999,61,85,82,77.65,UB937935688
1167,1999,53,64,95,62.25,MC967948966
1168,1999,69,63,76,65.45,JY100925197
1169,1999,78,97,91,91.0,DD495319403
1170,1999,55,53,84,55.15,BT809186585
1171,1999,87,91,65,88.5,XI947380238
1172,1999,71,99,56,88.45,KI803966220
1173,1999,56,55,71,56.1,OE036963460
1174,1999,95,85,85,88.0,PC281535002
1175,1999,60,53,100,57.45,QP189145111
1176,1999,50,81,67,71.0,AK660137402
1178,1999,88,84,78,84.9,GF953125124
1179,1999,88,97,97,94.3,LA604214588
1180,1999,67,54,62,58.3,UV636556876
1181,1999,69,71,70,70.35,OP572016011
1182,1999,54,92,59,78.95,AA114970152
1183,1999,60,71,82,68.25,ZN042984436
1184,1999,75,55,56,61.05,BF074670983
1185,1999,55,53,96,55.75,TZ712032405
1186,1999,56,93,74,80.95,LD691622115
1188,1999,73,55,86,61.95,FR719587292
1189,1999,66,51,61,56.0,MW471582151
1190,1999,50,97,59,81.0,IH462545197
1191,1999,95,53,85,67.2,MC967948966
1192,1999,89,88,86,88.2,NQ448885316
1194,1999,55,99,62,83.95,PE786390549
1195,1999,53,80,73,71.55,FX630880818
1196,1999,91,86,93,87.85,YU808990037
1197,1999,93,64,54,72.2,JY100925197
1198,1999,60,63,88,63.35,BF074670983
1199,1999,64,81,52,74.45,RP078217517
1200,1999,89,93,60,90.15,MY597271764
1201,1999,92,77,91,82.2,UD759324069
1202,1999,56,65,57,61.9,MQ227951881
1203,1999,88,51,74,63.25,OV910480701
1204,1999,91,79,97,83.5,CE861617076
1205,1999,64,63,51,62.7,OC224561381
1206,1999,73,87,68,81.85,LS538502116
1208,1999,83,80,72,80.5,AA462806691
1209,1999,56,84,51,73.95,BH621465558
1210,1999,74,88,54,82.1,OC643007435
1212,1999,98,68,62,76.7,PQ018149853
1214,1999,71,88,77,82.35,UV636556876
1215,1999,99,75,96,83.25,IS261972536
1216,1999,75,79,96,78.65,HE295828745
1217,1999,67,86,98,80.9,IJ536340778
1218,1999,58,55,51,55.7,UP303161472
1220,1999,58,94,97,83.35,OS758499642
1221,1999,85,100,65,93.75,ZD314041534
1222,1999,69,97,65,87.0,AY550543592
1223,1999,86,87,73,86.0,EE189622035
1224,1999,60,88,91,79.75,OE036963460
1225,1999,62,69,96,68.25,UV636556876
1226,1999,99,99,50,96.55,YF001842647
1227,1999,63,73,82,70.45,NZ420228282
1228,1999,73,96,93,88.95,WS377796335
1230,1999,50,55,92,55.35,XY230470359
1231,1999,77,62,97,68.25,GJ117200022
1232,1999,85,79,61,79.9,GV377638155
1233,1999,87,92,100,90.9,UV636556876
1234,1999,66,68,65,67.25,BL840852997
1235,1999,51,96,83,81.85,CP391436959
1236,1999,52,67,95,63.9,CQ675958448
1238,1999,61,85,84,77.75,ML348319719
1239,1999,96,66,100,76.7,UB937935688
1240,1999,65,96,54,84.6,GR579664757
1241,1999,95,61,65,71.4,GA986336163
1242,1999,70,61,78,64.55,TF669934144
1244,1999,94,82,66,84.8,GZ454624178
1245,1999,61,54,77,57.25,ON025001968
1246,1999,63,52,84,56.9,MH115541076
1248,1999,89,81,72,82.95,KA046945384
1249,1999,68,86,51,78.85,FO017256605
1250,1999,96,71,51,77.5,CZ091032020
1251,1999,75,75,77,75.1,PA105899991
1252,1999,92,57,60,67.65,DC345442561
1254,1999,88,77,55,79.2,ZH045276463
1255,1999,63,94,64,83.2,ZM953618419
1256,1999,57,85,86,76.65,US087364259
1257,1999,85,100,59,93.45,DI117094885
1258,1999,77,55,72,62.45,MI430872923
1259,1999,52,57,60,55.65,JD020950429
1260,1999,68,59,97,63.6,VT031588844
1261,1999,61,62,65,61.85,PP208278711
1262,1999,83,54,93,64.65,OA898543932
1263,1999,77,97,77,90.0,SS140419680
1264,1999,57,86,94,77.7,GJ027193651
1265,1999,56,83,97,75.6,YP359882935
1266,1999,57,63,75,61.8,CO192789174
1267,1999,67,72,83,71.05,UD759324069
1268,1999,99,81,99,87.3,ID861311732
1269,1999,78,90,94,86.6,OC306474052
1270,1999,80,81,92,81.25,MN005219252
1271,1999,71,90,89,84.25,LF815622569
1272,1999,64,58,75,60.65,BH621465558
1273,1999,64,83,87,77.5,GA986336163
1274,1999,90,58,64,67.9,VZ041215173
1275,1999,100,95,58,94.65,CK689243685
1276,1999,64,77,55,72.0,IS261972536
1277,1999,66,66,94,67.4,AJ126557241
1278,1999,76,64,56,67.2,SW395412903
1279,1999,68,94,78,85.4,UY585814947
1280,1999,85,59,50,66.35,OP289042718
1281,1999,82,64,58,69.1,YM703135361
1282,1999,79,100,50,91.2,MG062317640
1284,1999,68,99,69,88.2,KF911318205
1285,1999,84,59,100,68.55,MK384028133
1286,1999,68,53,96,59.65,AK660137402
1287,1999,71,53,61,58.8,ZD943848332
1288,1999,90,53,97,66.3,PC281535002
1289,1999,91,94,71,91.95,SW395412903
1290,1999,76,69,82,71.75,MF003926030
1291,1999,57,78,97,72.65,HZ059479913
1292,1999,98,98,95,97.85,ST227302330
1293,1999,74,62,85,66.75,OA898543932
1294,1999,81,57,76,65.15,BS061667051
1295,1999,73,97,65,88.2,SV291499745
1296,1999,81,59,84,66.85,YG786762317
1298,1999,57,57,95,58.9,YJ944103967
1299,1999,75,97,68,88.95,IC351366601
1300,1999,55,62,80,60.8,LJ060916160
1301,1999,56,91,95,80.7,XC418771803
1302,1999,73,57,71,62.5,FB797031259
1303,1999,83,67,95,73.2,IJ536340778
1304,1999,94,58,58,68.8,MN005219252
1305,1999,67,89,70,81.45,AJ126557241
1306,1999,63,94,90,84.5,LJ060916160
1308,1999,77,59,55,64.2,MQ220723487
1310,1999,60,51,67,54.5,VB124311652
1311,1999,99,77,97,84.6,SW395412903
1312,1999,52,81,83,72.4,YK803695900
1313,1999,81,83,82,82.35,IZ929650542
1314,1999,55,61,84,60.35,DI117094885
1315,1999,80,94,50,87.6,JY100925197
1316,1999,74,51,90,59.85,PR149230524
1317,1999,88,56,95,67.55,BL303267649
1318,1999,97,58,80,70.8,GG144523447
1319,1999,70,73,91,73.0,OV910480701
1320,1999,67,66,88,67.4,GF953125124
1322,1999,69,82,90,78.5,XZ134750032
1323,1999,55,68,62,63.8,QG504235114
1324,1999,59,53,67,55.5,ZV599495296
1325,1999,86,57,83,67.0,FX545287072
1326,1999,72,82,56,77.7,EH865024626
1327,1999,64,56,63,58.75,CS679785491
1328,1999,71,72,96,72.9,FS187993656
1329,1999,79,99,70,91.55,TV620141563
1330,1999,81,86,92,84.8,DM718283685
1332,1999,64,61,66,62.15,DM718283685
1334,1999,74,78,51,75.45,PT817642776
1335,1999,59,87,64,77.45,PR149230524
1336,1999,96,83,65,86.0,SO793690519
1337,1999,61,93,91,83.3,LV351500851
1338,1999,57,94,56,81.0,HY350497085
1339,1999,59,58,69,58.85,KW906463575
1340,1999,78,70,80,72.9,HB942506823
1341,1999,95,63,78,73.35,CB976615450
1342,1999,70,61,51,63.2,YU808990037
1343,1999,52,62,93,60.55,BD873130179
1344,1999,70,73,87,72.8,OI857511500
1345,1999,95,82,89,86.25,RP078217517
1346,1999,100,97,91,97.6,CS679785491
1347,1999,53,96,72,81.9,DB687668252
1348,1999,83,70,100,75.4,KJ018743384
1350,1999,77,65,98,70.25,ZO665002379
1352,1999,62,88,87,80.15,DS305327445
1353,1999,71,54,96,61.2,UZ661150752
1354,1999,66,73,50,69.75,VB124311652
1355,1999,85,66,57,71.25,AA114970152
1356,1999,56,66,62,62.8,PI491078404
1357,1999,96,66,87,76.05,FR719587292
1358,1999,50,68,53,61.85,GT987887957
1359,1999,91,50,72,63.4,CO813561466
1360,1999,56,73,90,68.75,FQ172522122
1361,1999,100,100,84,99.2,XI947380238
1362,1999,86,60,94,69.5,ZO665002379
1363,1999,100,85,90,89.75,QG504235114
1364,1999,67,88,80,81.3,VT031588844
1365,1999,88,59,71,68.3,NA920542569
1366,1999,88,54,89,65.95,BJ936093184
1367,1999,94,100,50,95.7,VJ133087042
1368,1999,78,94,97,89.35,KS471851118
1370,1999,88,52,97,65.05,KI803966220
1371,1999,55,98,69,83.65,UM129387585
1372,1999,88,55,66,65.45,EV669906902
1373,1999,66,100,63,87.95,IJ536340778
1374,1999,75,69,90,71.85,JR371885717
1375,1999,96,93,53,91.9,QH325142439
1376,1999,51,72,97,66.95,BL544239911
1377,1999,89,96,50,91.6,DB687668252
1378,1999,59,93,57,81.0,SJ211861717
1379,1999,78,57,95,65.2,DG863771177
1380,1999,67,51,86,57.55,GZ454624178
1381,1999,56,65,90,63.55,OX567408034
1382,1999,66,84,53,77.05,MK384028133
1383,1999,72,82,52,77.5,CB167748283
1384,1999,69,98,90,88.9,EZ325622964
1385,1999,63,50,73,55.05,ED393581846
1386,1999,77,95,79,88.8,VI451114349
1387,1999,64,66,78,66.0,TN195041466
1388,1999,61,66,100,66.2,HT791876128
1389,1999,81,86,95,84.95,MM484314278
1390,1999,69,52,97,59.35,IX444402823
1391,1999,95,64,92,74.7,MK353144916
1392,1999,58,87,94,78.65,QI056353788
1394,1999,92,77,52,80.25,SH772462548
1395,1999,81,59,82,66.75,FR096244426
